D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_0.wav|chào mừng mọi người đến với havance uống gì không Mình sẽ dồn cái Spotlight sang phía khách mời của chúng ta xin chào
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_1.wav|mừng Khánh Vy đến với sếp em cảm ơn chị Thùy Linh và cảm ơn các khán giả của Happy Em cảm ơn chị đã mời em Thực ra
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_2.wav|chúng tôi cũng phải mất rất là nhiều lần đúng không cái duyên là quan trọng hơn cả bởi vì
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_3.wav|mình định định định xong sau đấy mình các bạn ạ hành vi đã có mặt ở 20 phút bởi vì là Ơ chị ơi Em nhắn nhầm em nhắn
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_4.wav|là tháng 2 chứ không phải tháng 3 đấy còn chứng minh lúc mà nhận được tin nhắn là cuối tháng 3 em sẽ có thời gian mà
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_5.wav|lúc đấy là mới kiểu thắng đầu tháng 2 xong mình bảo là ôi trời ơi còn hai tháng nữa thì thôi từ từ để xong đến
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_6.wav|cách đây 2 ngày hành vi bảo Ôi em ơi
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_7.wav|người ta không cần mình nữa thì sao Mình nhắn và người ta từ chối thì cũng ngại Nhưng mà thôi em cứ nhắn thôi mình cũng
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_8.wav|đã ở đây xin chào mừng thành Vy đến với sếp
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_9.wav|[âm nhạc] đầu tiên là luôn hỏi là
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_10.wav|hợp tí nhé đấy là em bắt đầu đi làm thì nhận ra là mình sẽ tập trung uống nước
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_11.wav|lọc chẳng hạn thế Hay là em trước khi em trở thành MC em đã nghĩ em đã có một danh sách là tôi sẽ làm điều này để cho
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_12.wav|cái nghề nghiệp của tôi em là kiểu người nào em là kiểu người đầu chị nói tức là em phải có một cái mục tiêu rõ ràng cụ
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_13.wav|thể thấy trước mắt rồi em mới bắt đầu lên danh sách chứ thực ra để mà nói là trước khi làm MC mà em chỉ uống nước lọc
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_14.wav|cho họng là không có bởi vì tuổi vẫn còn rất là nhiều trắc nghiệm mong muốn là mình được làm cái này cái kia nên là tức
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_15.wav|là không Nhưng mà thực ra chị nghĩ là chị hỏi hơi sai ý của chị ở đây là em là
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_16.wav|người Là khi nó vào việc MC rồi thì mới nghĩ là mình sẽ uống nước lọc để cho
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_17.wav|giọng mình tốt cho dựa trên kinh nghiệm của mình Mình thấy là à mình uống những cái đồ khác thì cái giọng mình không tốt bằng hay em là kiểu người vì tôi muốn
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_18.wav|trở thành một MC tốt cho nên tôi sẽ quyết định là tôi chỉ uống nước lọc trước khi kể cả trước khi trở thành em
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_19.wav|xin Thực ra thì cái câu chuyện uống nước lọc của em là từ cái thời điểm mà em bị mụn
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_20.wav|đấy ạ là mặt em bị Break cao bị mụn liên tục và tới mức mà em đeo khẩu trang đi học mấy tháng liền sau các anh chị và
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_21.wav|trường Đại học bảo là cái bé này nó mới nổi tiếng mà chưa gì nó đằng kia bây giờ  phải Trang làm như kiểu nó là xèo
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_22.wav|xào series thì em nghĩ là em phải thay đổi cái cái cái cái cái lối sống của em
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_23.wav|về ăn uống của em phải thay đổi cái đoàn thực của em rất là nhiều nên là em uống nước lọc và theo thói quen từ đó nên là
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_24.wav|em uống rất là nhiều nước lọc Còn khi mà bắt đầu vào MC thì em mới nghiêm túc nghĩ rằng là mình nên tạm thời để những
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_25.wav|cái thức uống ngon bên cạnh để mình tập trung vào cái nước lọc để uống cho tốt Ok chị hỏi bởi vì là có vẻ như chị không
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_26.wav|biết thực ra ở tuổi của em Chị không biết ai thành công hơn em Tất nhiên là có nhiều nhưng mà
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_27.wav|nhưng mà có nhiều người gặp em và nói là cái điều gì bí quyết của em là gì mà sao thành công thế không thì cũng có một số
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_28.wav|người hỏi nhưng mà thực ra em thấy là thành công chỉ là em thấy có hai khái niệm chỉ mang tính thời điểm thôi đó là
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_29.wav|thành công với hạnh phúc ấy có những cái thời điểm mình nghĩ là mình làm là được nhưng sẽ có những thời điểm mình sẽ
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_30.wav|không làm được Nói chung đấy là một chuyện rất là bình thường ấy em có đọc một cái bài sau em nghe một cái nội dung
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_31.wav|về thành công mà em thấy cũng rất là tâm đắc đó là anh hốt đấy hỏi cái bác Đấy là đúng không Dạ không với nước ngoài anh
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_32.wav|chỉ muốn lướt thôi sau hỏi là bác ơi theo Bác định nhớ thành công của bác là gì mà bác cũng tầm khoảng 50 60 rồi sau
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_33.wav|bác nói là định nghĩa thành công của tôi là khi tôi về già và con tôi khi lớn mà vẫn muốn chia sẻ cuộc sống của nó với
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_34.wav|tôi và khi tôi về già thì bao nhiêu người sẽ tiếp tục đến với tôi thay vì đến những chỗ khác nhưng thấy Wow em sẽ
D:/python/F5-TTS-official/F5-TTS/data/vietnamese_char/wavs/segment_35.wav|lấy cái này làm kim chỉ nam Tức là sao Tức là sẽ muốn con mình làm sao bạn nên nói chuyện với mình tức là cái Tức là
